item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q112321247,Catherine Embondza-Lipiti,Q112320727,Ministre de la promotion de la femme et de l'intégration de la femme au développement,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q112321247-FB3089CF-ACAF-4020-BB23-CFBC72DCCA1C
Q112321264,Rigobert Maboundou,Q112320656,Ministre de l'agriculture et de l'élevage,2007-12-30,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q112321264-2A1A37A1-7B09-4EA4-95DA-9109580B09BD
Q15046890,Jean-Claude Gakosso,Q18204385,Ministre des affaires étrangères et de la coopération,2015-08-10,,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q15046890-AFF1695D-CF00-4E72-A6FE-8938CD193B1C
Q16190965,Henri Ossébi,Q112320671,Ministre de l'énergie et de l'hydraulique,2011-12-13,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q16190965-E54FFF8B-1D71-4F49-9AC4-D779FBCC6677
Q17076721,Georges Moyen,Q112320677,Ministre de l'enseignement supérieur,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q17076721-2904F67D-3FDF-4333-A4F3-3455D399CC71
Q19819308,Thierry Moungalla,Q112320661,"Ministre de la communication et des médias, chargé des relations avec le Parlement, porte-parole du Gouvernement",2015-08-11,,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q19819308-2F9EBD1C-A8E8-4EC2-A122-F27ED7DD25E9
Q23928873,Clément Mouamba,Q30101451,Prime Minister of the Republic of the Congo,2016-04-23,2021-05-12,,,Q23928873-DA49C837-856E-4F19-9EAF-7E19F6A939AF
Q24147892,Emile Ouosso,Q112320672,Ministre de l'équipement et des travaux publics,2009-09-15,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q24147892-4AF9F91F-18F6-43F8-BAD4-0499798EA0D9
Q24166348,Bienvenu Okiemy,Q112315782,Ministre de la culture et des arts,2015-08-11,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q24166348-FB2251B4-3B84-437E-8A4F-C44F8DF3D65C
Q25695110,Léon Raphaël Mokoko,Q112320696,Ministre du plan et de l'intégration,2015-08-11,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q25695110-39D16954-23E6-40B3-BE23-F5E03B69D252
Q26266432,Serge Blaise Zoniaba,Q112581688,"Ministre de l'enseignement technique, professionnel, de la formation qualifiante et de l'emploi",2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q26266432-4CF59736-A375-4FFA-BE83-037CCE3D32DA
Q26689539,Jean-Marc Thystère-Tchicaya,Q112320678,Ministre des hydrocarbures,2015-08-11,2021-05-15,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q26689539-F6D3A606-1204-4577-AD0D-6CECE1AF5F47
Q3295579,Martin Parfait Aimé Coussoud-Mavoungou,Q112320711,Ministre à la Présidence de la République chargé des zones économiques spéciales,2015-08-11,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q3295579-FF44BF19-5A04-4EC4-B874-674E0ED1A194
Q33026718,Gilbert Mokoki,Q112320658,Ministre de la fonction publique,2015-08-11,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q33026718-45F6EB71-AE31-44C9-B3C0-09D7198DA08C
Q3386464,Pierre Oba,Q112320693,Ministre des mines et de la géologie,2005-01-07,,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q3386464-078570BE-196F-4238-8436-3A7031E6632E
Q3438286,Rodolphe Adada,Q112320723,Ministre des transports et de l'aviation civile,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q3438286-B7B89EF5-A823-4ECF-992B-6DEA7D204074
Q4686987,Yvonne-Adélaïde Mougany,Q112320707,"Ministre des petites, moyennes entreprises et de l'artisanat",2007-12-30,2021-05-15,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q4686987-3A533C50-A061-49DF-93EC-50FEF1F129FE
Q4697192,Aimé Emmanuel Yoka,Q112320688,"Garde des sceaux, ministre de la justice, des droits humains et de la réforme de l’État",2007-03-03,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q4697192-2929ABF0-D148-43D5-8FDF-A256877D41D6
Q4752077,Anatole Collinet Makosso,Q112320669,"Ministre de l'enseignement primaire et secondaire, de l'alphabétisation, de la jeunesse et de l'éducation civique",2015-08-11,2021-05-15,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q4752077-C4EF07FF-3919-49FC-BADF-2E17D236B90C
Q4893697,Bernard Tchibambéléla,Q112320674,Ministre de la pêche et de l'aquaculture,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q4893697-B512F271-F1E6-4815-A406-D57520A21598
Q4979263,Bruno Itoua,Q112320703,Ministre de la recherche scientifique et de l'innovation technologique,2011-12-13,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q4979263-424207B5-F2DE-4E62-945C-582978DEC412
Q5082018,Charles Richard Mondjo,Q112320695,Ministre à la Présidence de la République chargé de la défense nationale,2012-09-25,,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5082018-76A79DDA-D4BF-4136-852D-F0E70F849D8E
Q5128679,Claude Alphonse Nsilou,Q112320662,"Ministre de la construction, de l'urbanisme et de l'habitat",2002-08-18,2017-08-22,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5128679-005E4325-67BC-4663-945D-58EA023CCA79
Q5371792,Émilienne Raoul,Q112320708,"Ministre des affaires sociales, de l'action humanitaire et de la solidarité",2009-09-15,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5371792-7B35EE3A-5F7C-41D3-B0FC-563B56E7926D
Q5409443,Euloge Landry Kolélas,Q112320660,Ministre du commerce et des approvisionnements,2015-08-11,2017-08-22,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5409443-AA6C2D16-AACD-4ABB-AA26-1D3E68B55166
Q5460873,Florent Ntsiba,Q112320689,Ministre du travail et de la sécurité sociale,2009-09-15,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5460873-E15BC9D9-DDFF-47EF-BA0C-FD774F926C08
Q5493295,François Ibovi,Q98966140,Ministre de la santé et de la population,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5493295-ba502fa7-4570-88d4-db08-731426da6d55
Q5561139,Gilbert Ondongo,Q112320668,"Ministre de l'économie, des finances, du budget et du portefeuille public",2015-08-11,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5561139-753CC7C8-F9B3-4DB6-8ED6-1D6D93869FE6
Q55807584,Josué Rodrigue Ngouonimba,Q112320720,Ministre du tourisme et de l'environnement,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q55807584-40AA7064-9CAC-4334-AB9B-6075DD92D415
Q5708967,Hellot Matson Mampouya,Q112320698,Ministre des postes et télécommunications,2015-08-11,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5708967-1D5F3261-1395-44AF-A6A9-8BA7D19FAE2D
Q5715430,Henri Djombo,Q112320715,Ministre de l'économie forestière et du développement durable,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q5715430-838B101F-3414-480A-8B80-B667CC8A968D
Q57418,Denis Sassou-Nguesso,Q10353660,Président de la République et chef du Gouvernement,1997-10-25,,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q57418-72740888-9C7D-4811-B6A6-DCD7827507B5
Q57890,Isidore Mvouba,Q112320681,Ministre du développement industriel et de la promotion du secteur privé,2012-09-25,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q57890-CA589994-7A27-43D6-9E7A-22BA65CFB8A6
Q6169352,Jean-Jacques Bouya,Q112320702,Ministre à la Présidence de la République chargé de l'aménagement du territoire et de la délégation générale aux grands travaux,2012-09-25,2021-05-04,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q6169352-554AEABB-EA91-4A4E-8991-9E7BA93B9AA9
Q6711024,Léon-Alfred Opimbat,Q112320713,Ministre des sports et de l'éducation physique,2011-08-17,2017-08-22,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q6711024-4FE462E4-FFCD-4EC2-B4D7-D39F9C4B3CFC
Q7192339,Pierre Mabiala,Q112320690,Ministre des affaires foncières et du domaine public,2009-09-15,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q7192339-B8FB64B4-2431-4CB6-8497-19F3C50953FB
Q7299001,Raymond Zéphirin Mboulou,Q112320719,Ministre de l'intérieur et de la décentralisation,2007-12-30,2016-04-30,https://fr.wikipedia.org/wiki/Gouvernement_Sassou-Nguesso_(4),2022-06-15,Q7299001-D63204C0-3940-41F3-B170-55F6680E8724
